iter	Recall	Logloss
108	0.9299363057	0.2725976404
109	0.9426751592	0.2711967005
110	0.9426751592	0.2704204114
111	0.9426751592	0.2693903721
112	0.9426751592	0.267835411
113	0.949044586	0.2656550736
114	0.949044586	0.2651022549
115	0.949044586	0.2646797763
116	0.949044586	0.2634900206
117	0.9426751592	0.262383214
118	0.949044586	0.2617934565
119	0.949044586	0.2608067425
120	0.949044586	0.2602665543
121	0.949044586	0.2590081545
122	0.949044586	0.2578489997
123	0.949044586	0.2561026813
124	0.9554140127	0.253754718
125	0.9554140127	0.252325334
126	0.9554140127	0.2493066655
127	0.9554140127	0.2487993264
128	0.9554140127	0.248275506
129	0.9554140127	0.2466385527
130	0.9554140127	0.246130447
131	0.9554140127	0.2455023074
132	0.9554140127	0.2438998976
133	0.9554140127	0.2434317176
134	0.9554140127	0.2428460965
135	0.9554140127	0.2417986986
136	0.9554140127	0.2414195642
137	0.9554140127	0.2398346963
138	0.9681528662	0.2383388086
139	0.9681528662	0.2372411938
140	0.9681528662	0.2361481764
141	0.9681528662	0.2345270933
142	0.9681528662	0.2339729472
143	0.9681528662	0.2331770485
144	0.9681528662	0.2321662321
145	0.9681528662	0.2312484492
146	0.9681528662	0.2298811467
147	0.9681528662	0.2296403369
148	0.9681528662	0.2267687249
149	0.9681528662	0.2252376111
150	0.9681528662	0.2240233859
151	0.9681528662	0.2227293709
152	0.9681528662	0.2219003154
153	0.9681528662	0.2209615532
154	0.9681528662	0.219595661
155	0.9681528662	0.2178597439
156	0.9681528662	0.2173916539
157	0.9681528662	0.2165379809
158	0.9681528662	0.2149449831
159	0.9681528662	0.2138241946
160	0.9681528662	0.2125904443
161	0.9681528662	0.2112064749
162	0.9681528662	0.2108324072
163	0.974522293	0.208464676
164	0.974522293	0.207799092
165	0.974522293	0.2057218633
166	0.974522293	0.2046810481
167	0.974522293	0.2031840102
168	0.974522293	0.2030525471
169	0.974522293	0.2018485109
170	0.9808917197	0.2003215441
171	0.9872611465	0.1990366847
172	0.9872611465	0.1983467847
173	0.9872611465	0.1980924237
174	0.9872611465	0.1973856601
175	0.9872611465	0.1969578781
176	0.9872611465	0.1955749877
177	0.9872611465	0.1946527649
178	0.9872611465	0.1944699254
179	0.9872611465	0.1933524022
180	0.9872611465	0.1921331177
181	0.9872611465	0.1917786668
182	0.9872611465	0.1907033447
183	0.9872611465	0.190199018
184	0.9872611465	0.1894670062
185	0.9936305732	0.1883049272
186	0.9936305732	0.1861076361
187	0.9936305732	0.1843236156
188	1	0.1822800761
189	1	0.1807197113
190	1	0.1795748891
191	1	0.1793949184
192	1	0.1788541169
193	1	0.1783642691
194	1	0.1771565932
195	1	0.1763206651
196	1	0.1760782913
197	1	0.1746890846
198	1	0.173623736
199	1	0.1713305736
200	1	0.1704000776
201	1	0.1688130917
202	1	0.1669129947
203	1	0.1652980811
204	1	0.164225352
205	1	0.1625851606
206	1	0.1609541886
207	1	0.1598364699
208	1	0.1589274039
209	1	0.158474644
210	1	0.1578573973
211	1	0.1565511077
212	1	0.1553762268
213	1	0.1544268149
214	1	0.1528638406
215	1	0.1515917755
216	1	0.1506093824
217	1	0.1493183045
218	1	0.1487294444
219	1	0.1471660615
220	1	0.145757922
221	1	0.1456190763
222	1	0.1448038597
223	1	0.143618343
224	1	0.1422029846
225	1	0.1412688271
226	1	0.1405014648
227	1	0.1396143545
228	1	0.1388804948
229	1	0.1385731594
230	1	0.1377878256
231	1	0.1368573495
232	1	0.1358198444
233	1	0.1356279627
234	1	0.1349708645
235	1	0.1335974486
236	1	0.1331914812
237	1	0.1328164604
238	1	0.132647968
239	1	0.1319712109
240	1	0.1306522572
241	1	0.1304630537
242	1	0.1297507053
243	1	0.1295268148
244	1	0.1293887126
245	1	0.1292685503
246	1	0.129098937
247	1	0.128813664
248	1	0.1278532814
249	1	0.1268503998
250	1	0.1258326863
251	1	0.125228098
252	1	0.1244818812
253	1	0.1243572738
254	1	0.1242609335
255	1	0.1237805402
256	1	0.1233694747
257	1	0.1222890518
258	1	0.1220661397
259	1	0.1208724676
260	1	0.1204998534
261	1	0.1204238892
262	1	0.1194719885
263	1	0.1187574377
264	1	0.117775805
265	1	0.117301732
266	1	0.1161677681
267	1	0.1155243008
268	1	0.1150291892
269	1	0.114411957
270	1	0.1141670514
271	1	0.1137884648
272	1	0.1128489909
273	1	0.1127394275
274	1	0.1119385654
275	1	0.1113491407
276	1	0.1108650175
277	1	0.1105857672
278	1	0.1097698889
279	1	0.1089889816
280	1	0.1087899732
281	1	0.1084374905
282	1	0.1078490955
283	1	0.10778047
284	1	0.1075433115
285	1	0.1066124897
286	1	0.1061201522
287	1	0.105858111
288	1	0.1056878393
289	1	0.1049200193
290	1	0.104225116
291	1	0.1037317812
292	1	0.1036340589
293	1	0.1035643988
294	1	0.1033013121
295	1	0.1027326275
296	1	0.1022806467
297	1	0.1016174884
298	1	0.1011972751
299	1	0.1010806504
300	1	0.1003719403
301	1	0.09972728064
302	1	0.09955279941
303	1	0.09847146963
304	1	0.09792940006
305	1	0.09734359609
306	1	0.0963335457
307	1	0.09604961442
308	1	0.09585886316
309	1	0.09577328048
310	1	0.09500754022
311	1	0.0946861348
312	1	0.0944818568
313	1	0.09442782713
314	1	0.09400586005
315	1	0.09350260114
316	1	0.09329860638
317	1	0.093208503
318	1	0.09263367085
319	1	0.09253991878
320	1	0.09211808233
321	1	0.09203956509
322	1	0.09141538961
323	1	0.09076668659
324	1	0.09059644152
325	1	0.09040863325
326	1	0.08985064162
327	1	0.08973082704
328	1	0.08958899526
329	1	0.08911599455
330	1	0.08880476635
331	1	0.08852253477
332	1	0.08786545885
333	1	0.0874649852
334	1	0.08700189948
335	1	0.08682382054
336	1	0.08676914459
337	1	0.08619403095
338	1	0.08584012377
339	1	0.08517545261
340	1	0.08465335067
341	1	0.08442656779
342	1	0.08424526083
343	1	0.08382270737
344	1	0.08311278276
345	1	0.0830204518
346	1	0.08283903132
347	1	0.08279269686
348	1	0.08201696331
349	1	0.08192871602
350	1	0.08153504195
351	1	0.0812386832
352	1	0.08074519107
353	1	0.08023451659
354	1	0.07976830295
355	1	0.07945542621
356	1	0.07909658527
357	1	0.07868619739
358	1	0.07821220152
359	1	0.07767699281
360	1	0.07741649386
361	1	0.07706034013
362	1	0.07649986939
363	1	0.07644737103
364	1	0.07616393357
365	1	0.07612664819
366	1	0.07573165573
367	1	0.07541153479
368	1	0.074833259
369	1	0.07469265504
370	1	0.07461977082
371	1	0.07433063594
372	1	0.07418378256
373	1	0.07405230289
374	1	0.07367204805
375	1	0.07326591365
376	1	0.07287031052
377	1	0.0726739848
378	1	0.07262513947
379	1	0.07256597014
380	1	0.07238938015
381	1	0.07228782364
382	1	0.07206062182
383	1	0.07203655281
384	1	0.07171943396
385	1	0.07164498311
386	1	0.0715965746
387	1	0.07156553997
388	1	0.07152261326
389	1	0.07146793263
390	1	0.07112411973
391	1	0.07110219667
392	1	0.07088230245
393	1	0.07062341276
394	1	0.07014345635
395	1	0.06990543772
396	1	0.06964020708
397	1	0.06941415017
398	1	0.06909479205
399	1	0.06885154273
400	1	0.06839914167
401	1	0.06824377134
402	1	0.06812712255
403	1	0.06752685608
404	1	0.06698315241
405	1	0.06647226582
406	1	0.06618921875
407	1	0.06582286078
408	1	0.06559655175
409	1	0.06537037639
410	1	0.06499102246
411	1	0.06495860461
412	1	0.0648356448
413	1	0.06449566833
414	1	0.06429792087
415	1	0.06426733851
416	1	0.06422802465
417	1	0.06366102768
418	1	0.06342697108
419	1	0.06336326632
420	1	0.06313263246
421	1	0.06309606576
422	1	0.06291548239
423	1	0.06267259465
424	1	0.06235409847
425	1	0.06213154672
426	1	0.06209645749
427	1	0.06189419222
428	1	0.06178236523
429	1	0.06167250135
430	1	0.06142711509
431	1	0.06123690247
432	1	0.06077315144
433	1	0.0606439493
434	1	0.06033345917
435	1	0.06029855717
436	1	0.06011763261
437	1	0.05993846275
438	1	0.05966272395
439	1	0.05954318612
440	1	0.05907894019
441	1	0.05878426954
442	1	0.05853390035
443	1	0.05826836929
444	1	0.05798567855
445	1	0.05785372073
446	1	0.05758173282
447	1	0.05732398687
448	1	0.05707471673
449	1	0.05686346086
450	1	0.05639062085
451	1	0.05602147716
452	1	0.0555757062
453	1	0.05528875858
454	1	0.05492850359
455	1	0.05465753797
456	1	0.05436366932
457	1	0.05417685401
458	1	0.05394639781
459	1	0.05377698279
460	1	0.05364598852
461	1	0.05339276413
462	1	0.05297598236
463	1	0.05285725049
464	1	0.05262711355
465	1	0.05251653252
466	1	0.05217907686
467	1	0.05191532665
468	1	0.05181401953
469	1	0.05147168128
470	1	0.05125823657
471	1	0.05109130099
472	1	0.050858641
473	1	0.05075770272
474	1	0.05064456727
475	1	0.05059698751
476	1	0.05027326694
477	1	0.05013466335
478	1	0.04980658312
479	1	0.04969381958
480	1	0.04963063371
481	1	0.04961331102
482	1	0.04958670478
483	1	0.04956355326
484	1	0.0494125559
485	1	0.0493889728
486	1	0.04922133201
487	1	0.04906086647
488	1	0.04889360283
489	1	0.04879409875
490	1	0.04854248827
491	1	0.04831622286
492	1	0.04805871697
493	1	0.04780935223
494	1	0.04737762235
495	1	0.04736232166
496	1	0.04721237335
497	1	0.04714834789
498	1	0.04711745169
499	1	0.04703675105
